ID,Epic ID,Epic Name,Persona,User Story,Acceptance Criteria,Priority,Source,Assumptions,Uncertainty Level
US-0223,E02,Marketplace de Cotação e Contratação,Beneficiária,"Como Beneficiária NÃO-PAT, quero contratar pelo marketplace com regra de cálculo sem benefício fiscal, para poder usar a plataforma mesmo fora do enquadramento PAT.","Dado que sou uma beneficiária não enquadrada no PAT, Quando publico uma demanda, Então o fluxo de cotação/contratação está disponível; Dado o enquadramento não-PAT, Quando o benefício é calculado, Então nenhuma regra de benefício fiscal do PAT é aplicada e o teto de 3,6% não incide; Dado que o enquadramento (PAT/não-PAT) é conhecido, Quando o termo é gerado, Então a regra de cálculo correspondente é aplicada",Medium,ADR 0004 (beneficiárias PAT e não-PAT com regras de cálculo distintas) [Assumed],Determinação do enquadramento PAT/não-PAT vem do Novo PAT (E05) ou é declarada no cadastro.,Assumed
US-0224,E02,Marketplace de Cotação e Contratação,Admin plataforma,"Como Admin da plataforma, quero carregar os contratos legados existentes entre beneficiárias e facilitadoras, para que o histórico contratual esteja disponível na plataforma desde o go-live.","Dado um arquivo/carga de contratos legados, Quando executo a importação, Então cada contrato legado é criado com facilitadora, beneficiária, vigência, valor e PDF quando disponível; Dado registros com dados obrigatórios ausentes, Quando a carga roda, Então esses registros são rejeitados em um relatório de erros sem interromper os válidos; Dado que a carga conclui, Quando consulto Meus Contratos, Então os contratos legados aparecem marcados como legado",Medium,ADR 0004 (contratos legados devem ser carregados) [Assumed],Formato/volume da carga legada e origem dos PDFs a confirmar; possível uso de ferramenta de importação de dados.,Assumed
US-0225,E02,Marketplace de Cotação e Contratação,Beneficiária,"Como Beneficiária, quero consultar meus contratos firmados com filtros por facilitadora, status e vigência, para localizar rapidamente cada contrato e suas ações (visualizar, download, enviar folha).","Dado que tenho contratos, Quando acesso Consultar Contratos, Então vejo Contrato, Facilitadora, Beneficiária, Vigência, Valor Mensal, Status e Ações; Dado que filtro por facilitadora/status/vigência, Quando clico em Consultar, Então a lista é filtrada; Dado um contrato ativo, Quando escolho a ação de download, Então o PDF imutável do contrato é baixado",Medium,prototipo-figma tela 7 (Consultar Contratos) [Confirmed],Ação Enviar Folha pertence à épica financeira; aqui apenas a listagem/consulta.,Confirmed
US-0226,E02,Marketplace de Cotação e Contratação,Admin plataforma,"Como Admin da plataforma, quero configurar o catálogo de recursos obrigatórios e o SLA padrão da janela de propostas, para governar as regras do leilão sem depender de desenvolvimento.","Dado que sou Admin, Quando adiciono/edito/desativo um recurso obrigatório no catálogo, Então a mudança reflete nas novas demandas; Dado que ajusto o SLA padrão da janela, Quando uma nova demanda é criada, Então o prazo default aplicado é o configurado; Dado que altero uma configuração, Quando a mudança é salva, Então demandas já publicadas mantêm suas regras originais",Low,prototipo-figma tela 5 (recursos obrigatórios) + discovery (SLA de leilão) [Assumed],Configuração via metadados/custom settings acessível ao Admin.,Assumed
US-0227,E02,Marketplace de Cotação e Contratação,Facilitadora [via API],"Como Facilitadora, quero consultar via API o status das minhas propostas e contratos, para acompanhar resultados sem acessar a plataforma.","Dado que submeti propostas, Quando consulto o endpoint de status, Então recebo o estado de cada proposta minha (Submetida, Não Selecionada, Selecionada/Contratada); Dado que fui selecionada, Quando consulto, Então recebo os dados do contrato a firmar; Dado que consulto propostas de outra facilitadora, Quando a API valida o escopo, Então o acesso é negado",Medium,ADR 0004 (facilitadora opera só via API) + [KB: salesforce-revenue-cloud-marketplace-arch.md:36-38] [Assumed],Endpoint de status orquestrado por E05; escopo por facilitadora garante equidade.,Assumed
US-0228,E02,Marketplace de Cotação e Contratação,Admin plataforma,"Como Admin da plataforma, quero uma trilha de auditoria das ações-chave do ciclo de cotação e contratação, para atender às exigências de auditabilidade (TCU/CGU/ANPD).","Dado que ocorrem eventos-chave (criação de demanda, submissão de proposta, fechamento de janela, seleção, firmatura de contrato, termo de aceite), Quando cada evento acontece, Então é registrado com ator, data/hora e dados relevantes; Dado que audito uma cotação, Quando consulto sua trilha, Então vejo a sequência completa de eventos; Dado que um dado sensível é tratado, Quando é registrado, Então respeita as regras de LGPD",Medium,call-esclarecimento-brief (auditoria TCU/CGU/ANPD como requisito explícito) [Assumed],Trilha detalhada de auditoria reforça E08 (segurança/observabilidade); nível de detalhe a validar.,Assumed
US-0229,E02,Marketplace de Cotação e Contratação,Admin plataforma,"Como Admin da plataforma, quero enriquecer o histórico das facilitadoras com dados do Data Cloud, para dar mais contexto na avaliação de propostas — reconhecendo que este item é candidato a de-escopo na Fase 1.","Dado que o Data Cloud está disponível, Quando visualizo uma facilitadora, Então vejo indicadores de histórico enriquecidos; Dado que o Data Cloud é de-escopado da Fase 1, Quando o recurso está desligado, Então a comparação de propostas continua funcionando sem enriquecimento; Dado o status Assumed deste item, Quando a decisão de escopo é tomada, Então o requisito é confirmado ou movido para roadmap",Low,"ADR 0004 (Data Cloud para enriquecer histórico — Assumed, candidato a de-escopo) [Assumption: confirmar inclusão na Fase 1 com cliente]",Data Cloud fora do escopo confirmado da rodada atual; forte candidato a de-escopo para caber no go-live de 15/nov.,TBD
US-0230,E02,Marketplace de Cotação e Contratação,Facilitadora [via API],"Como Facilitadora, quero que a notificação ativa (push) de novas demandas seja reconhecida como roadmap futuro com canal a definir, para que a Fase 1 dependa apenas do modelo pull.","Dado que a Fase 1 entrega apenas consulta pull, Quando uma nova demanda é publicada, Então nenhuma notificação push é enviada às facilitadoras; Dado que push é roadmap futuro, Quando o item é planejado, Então o canal (e-mail, webhook, etc.) é definido em fase posterior; Dado que dependo do pull, Quando não consulto o endpoint, Então posso perder a janela — risco documentado",Low,"ADR 0004 (notificação push é roadmap futuro, canal a definir; Fase 1 é pull) [Assumption]",Push explicitamente fora da Fase 1; incluído para rastrear a fronteira de escopo.,TBD
US-0301,E03,Folha & Financeiro,Beneficiária,"Como beneficiária, quero fazer upload do arquivo CSV da folha da competência pelo portal, para iniciar o ciclo de pagamento do vale do mês/ano vigente.","Dado que estou autenticada no portal com contrato ativo, quando seleciono a competência (mês/ano) e envio o arquivo CSV, então o sistema registra o upload vinculado ao contrato e à competência; Dado que já existe folha enviada para a mesma competência e contrato, quando tento novo upload, então o sistema alerta duplicidade e exige confirmação de substituição; Dado que o upload é concluído, quando consulto o portal, então vejo o status inicial 'recebido — em validação'",High,BPMN 2 — Folha de Pagamento (upload CSV → processamento → boleto) [.discovery-context.md L73],Layout padronizado do CSV definido pelo MTE/Dataprev; portal Experience Cloud com identidade externa (gov.br),Assumed
US-0302,E03,Folha & Financeiro,Beneficiária,"Como beneficiária integrada, quero submeter a folha da competência via API, para automatizar o envio a partir do meu sistema de RH sem uso do portal.","Dado que possuo credencial de API válida, quando envio a folha por endpoint com contrato e competência, então recebo confirmação síncrona com identificador do arquivo e status 'recebido'; Dado que o payload não traz contrato/competência válidos, quando chamo a API, então recebo erro estruturado com código e motivo; Dado envio idêntico repetido, quando reenvio com o mesmo identificador de idempotência, então o sistema não cria folha duplicada",High,MuleSoft — integração via API [.discovery-context.md L14]; [assumption: contrato de API de upload a definir com Dataprev],Existência de camada de API gerenciada (MuleSoft) para upload; chave de idempotência no header,Assumed
US-0303,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero validar o layout do arquivo de folha recebido, para rejeitar arquivos fora do padrão antes de qualquer processamento.","Dado um arquivo recebido, quando executo a validação de layout, então verifico cabeçalho, colunas obrigatórias, tipos e encoding esperados; Dado um arquivo com colunas ausentes ou tipo inválido, quando valido, então marco o arquivo como 'crítica de layout' e não o disponibilizo para download; Dado layout conforme, quando concluo a validação de layout, então avanço para a validação de integridade",High,FLUXO passo 2 — plataforma valida layout e integridade [.discovery-context.md]; [assumption: regras de layout a especificar],Especificação de layout congelada antes do build,Assumed
US-0304,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero validar a integridade e as críticas de negócio do arquivo de folha, para garantir consistência dos dados antes de liberá-lo à facilitadora.","Dado um arquivo com layout válido, quando executo as críticas de integridade (CPF válido, valores não negativos, somatórios, duplicidade de beneficiário), então gero uma lista de críticas classificadas por severidade; Dado ao menos uma crítica bloqueante, quando finalizo a validação, então o arquivo NÃO é habilitado para download; Dado nenhuma crítica bloqueante, quando finalizo, então habilito o arquivo para download da facilitadora",High,FLUXO passos 2–3 [.discovery-context.md]; [assumption: catálogo de críticas a definir com MTE],As linhas da folha NÃO são carregadas em objeto na Fase 1 — validação opera sobre o arquivo; conjunto de críticas a confirmar,Assumed
US-0305,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero avaliar o uso de Einstein/agente para apoiar as críticas do arquivo, para acelerar a detecção de anomalias sem depender só de regras fixas.","Dado um conjunto de folhas históricas, quando avalio a abordagem de críticas (regras determinísticas vs. Einstein/agente), então documento fit, precisão esperada e custo; Dado a decisão de arquitetura, quando registro o resultado, então fica claro se a detecção assistida entra na Fase 1 ou é diferida; Dado que a abordagem assistida não entra na Fase 1, quando processo a folha, então as críticas determinísticas cobrem o mínimo obrigatório",Medium,"FLUXO passo 2 — 'avaliar Einstein/agente para as críticas' [.discovery-context.md]; [assumption: spike de arquitetura, não build confirmado]",Decisão de usar IA para críticas ainda em aberto — tratada como spike/avaliação,TBD
US-0306,E03,Folha & Financeiro,Beneficiária,"Como beneficiária, quero visualizar as críticas do meu arquivo e reenviá-lo corrigido, para desbloquear o processamento da folha.","Dado que meu arquivo tem críticas bloqueantes, quando acesso o portal, então vejo a relação de críticas com linha/motivo em linguagem clara; Dado que corrijo o arquivo, quando reenvio para a mesma competência, então uma nova validação é disparada; Dado o reenvio sem críticas bloqueantes, quando a validação conclui, então o status muda para 'liberado para a facilitadora'",High,FLUXO passos 2–3 [.discovery-context.md]; [assumption: UX de críticas a desenhar],Beneficiária consegue corrigir e reenviar dentro da janela da competência,Assumed
US-0307,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero habilitar o arquivo validado para download da facilitadora, para que ela obtenha a folha vinculada ao contrato na vigência mês/ano.","Dado um arquivo sem críticas bloqueantes, quando o habilito, então ele fica disponível somente à facilitadora do contrato correspondente à competência; Dado uma facilitadora sem contrato vigente para aquela competência, quando ela consulta, então nenhum arquivo é retornado; Dado o arquivo habilitado, quando registro a disponibilização, então gravo data/hora do evento para trilha de auditoria",High,FLUXO passo 3 [.discovery-context.md]; [assumption: associação contrato↔vigência a modelar],Um contrato ativo por beneficiária/facilitadora por competência,Assumed
US-0308,E03,Folha & Financeiro,Facilitadora [API],"Como facilitadora, quero baixar via API a folha associada ao meu contrato na vigência da competência, para processá-la no meu sistema de crédito.","Dado que possuo contrato vigente e há folha liberada, quando chamo a API de download informando contrato e competência, então recebo o arquivo e seus metadados; Dado que não há folha liberada, quando chamo a API, então recebo status indicando ausência de folha disponível; Dado o download bem-sucedido, quando a plataforma registra o evento, então o status da folha passa a 'em processamento pela facilitadora'",High,"FLUXO passo 4 [.discovery-context.md]; polling da facilitadora [BPMN 2, L73]",Facilitadora faz polling por competência; ~600–700 facilitadoras integradas,Assumed
US-0309,E03,Folha & Financeiro,Facilitadora [API],"Como facilitadora, quero devolver via API o status 'processado' e o valor a pagar da folha, para que a plataforma inicie a emissão do boleto.","Dado que processei a folha baixada, quando chamo a API de retorno com status 'processado' e valor a pagar, então a plataforma valida o vínculo folha↔contrato↔competência e aceita o retorno; Dado um valor ausente, negativo ou fora de faixa esperada, quando retorno, então recebo erro e o status permanece 'em processamento'; Dado retorno aceito, quando a plataforma o registra, então o status da folha passa a 'processado — pronto para boletagem'",High,FLUXO passo 4 [.discovery-context.md]; [assumption: contrato de API de retorno a definir],Valor a pagar é fornecido pela facilitadora; plataforma não recalcula o valor da folha na Fase 1,Assumed
US-0310,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero modelar um objeto custom de cabeçalho/competência da folha (sem linhas), para rastrear o ciclo sem carregar os itens da folha na Fase 1.","Dado um upload aceito, quando crio o registro de folha, então persisto cabeçalho (contrato, competência, beneficiária, facilitadora, status, hashes/metadados do arquivo) sem as linhas de beneficiários; Dado o requisito futuro de carregar linhas, quando modelo o objeto, então o desenho não impede evolução para itens; Dado uma consulta ao registro, quando exibo o ciclo, então mostro o histórico de status da folha",High,"'Objetos custom para folha (cabeçalho/competência, sem linhas), contrato e regras de split' [.discovery-context.md]; [assumption: modelo de dados a detalhar]","Carga de linhas da folha é necessidade futura, fora da Fase 1",Assumed
US-0311,E03,Folha & Financeiro,Admin financeiro MTE,"Como administrador financeiro do MTE, quero cadastrar e versionar as regras de cálculo de split, para que o motor aplique os percentuais corretos de repasse.","Dado que acesso a administração de regras, quando cadastro uma regra de split (partes, percentuais/taxas, vigência), então ela é validada quanto a somatório coerente e período de vigência; Dado uma regra com vigência sobreposta a outra, quando salvo, então o sistema impede o conflito; Dado uma alteração de regra, quando salvo, então a versão anterior é preservada para auditoria e reprocessamento histórico",High,'Objetos custom para ... regras de split'; motor de regras (ADR 0003) [.discovery-context.md]; [assumption: parametrização a definir com MTE],Regras parametrizáveis e versionadas; governança de quem edita a definir,Assumed
US-0312,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero enviar o valor a pagar ao gateway (conta custódia), para solicitar a emissão do boleto registrado.","Dado uma folha com status 'processado' e valor a pagar, quando envio a solicitação ao gateway via integração, então transmito valor, identificadores e dados da conta custódia; Dado falha de comunicação com o gateway, quando envio, então a solicitação é reenfileirada com retry controlado e sem duplicar emissão; Dado o envio aceito, quando registro o evento, então o status passa a 'boleto solicitado'",High,FLUXO passo 5; split → integração externa com banco/adquirente (via MuleSoft) [KB: salesforce-revenue-cloud-marketplace-arch.md:34]; conta custódia [.discovery-context.md L24],Gateway executa transação bancária/custódia — fora do escopo Salesforce (ADR 0003),Assumed
US-0313,E03,Folha & Financeiro,Gateway [fronteira],"Como gateway, quero devolver à plataforma o boleto registrado com seus metadados e link, para que a plataforma o disponibilize à beneficiária.","Dado uma solicitação de emissão aceita, quando o gateway registra o boleto, então retorna à plataforma linha digitável/código, valor, vencimento e link do boleto; Dado que o retorno chega, quando a plataforma o processa, então associa o boleto à folha/competência e atualiza o status para 'boleto registrado'; Dado um retorno já processado, quando chega novamente, então a plataforma o trata de forma idempotente sem duplicar o boleto",High,FLUXO passo 5 — recebe boleto registrado + metadados/link [.discovery-context.md]; boleto Bolex/Pix [.discovery-context.md L24],Gateway é a fronteira que emite/registra o boleto; plataforma apenas orquestra e registra,Assumed
US-0314,E03,Folha & Financeiro,Beneficiária,"Como beneficiária, quero acessar o boleto registrado no portal, para efetuar o pagamento da folha da competência.","Dado que o boleto foi registrado, quando acesso o portal, então visualizo linha digitável, valor, vencimento e link do boleto da competência; Dado que o boleto ainda não foi registrado, quando acesso, então vejo o status corrente sem boleto disponível; Dado que baixo/visualizo o boleto, quando o evento ocorre, então fica registrado para trilha de auditoria",High,FLUXO passo 6 — boleto disponibilizado à beneficiária no portal [.discovery-context.md],Portal exibe boleto sem processar o pagamento (pagamento ocorre no banco),Assumed
US-0315,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero receber do gateway as movimentações bancárias em batch incremental por agendamento no MuleSoft, para identificar os pagamentos realizados.","Dado um agendamento definido, quando o job do MuleSoft executa, então busca apenas movimentações novas desde a última execução (incremental por marca d'água); Dado o lote recebido, quando o ingiro, então persisto as movimentações com identificadores de origem para conciliação; Dado uma execução que falha no meio, quando reprocesso, então não duplico movimentações já ingeridas",High,FLUXO passo 7 — movimentações bancárias em batch incremental via agendamento no MuleSoft (E05) [.discovery-context.md],Integração de movimentações é do domínio da épica E05; E03 consome o resultado,Assumed
US-0316,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero conciliar cada movimentação bancária ao boleto por casamento, para confirmar o pagamento da folha correspondente.","Dado movimentações ingeridas, quando executo a conciliação por casamento, então associo cada pagamento ao boleto/folha por valor, identificador e data; Dado uma movimentação sem correspondência, quando a concilio, então a marco como 'não casada' e a envio para revisão manual; Dado um pagamento casado, quando confirmo, então o status da folha passa a 'pagamento identificado' e habilito o cálculo de split",High,FLUXO passo 8; ADR 0003 — Salesforce concilia por casamento e registra racional [.discovery-context.md],Chave de casamento (identificador do boleto) trafega na movimentação bancária,Assumed
US-0317,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero garantir idempotência em todo o processamento financeiro, para evitar boletagem, conciliação ou repasse em duplicidade.","Dado um evento (upload, retorno, movimentação, boletagem) reentregue, quando o processo, então uma chave de idempotência impede efeito duplicado; Dado uma reexecução de job, quando roda, então os registros já processados são ignorados e apenas os pendentes avançam; Dado uma tentativa de gerar repasse já emitido, quando ocorre, então o sistema bloqueia e registra a tentativa",High,'Idempotência e conciliação por casamento são críticas' [.discovery-context.md],Chaves de idempotência definidas por tipo de evento,Assumed
US-0318,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero, ao identificar o pagamento, consultar as regras de cálculo de split vigentes, para determinar os repasses às partes.","Dado um pagamento identificado, quando aciono o motor de split, então busco a regra de split vigente na data do evento; Dado que não há regra vigente aplicável, quando calculo, então bloqueio o cálculo e registro a exceção para revisão; Dado a regra encontrada, quando a aplico, então derivo os valores por parte (facilitadora, MTE/Dataprev, demais empresas)",High,FLUXO passo 8; ADR 0003 — Salesforce é o motor de regras de split [.discovery-context.md]; split entre múltiplas partes é custom [KB: salesforce-revenue-cloud-marketplace-arch.md:34],Split apurado sobre o valor efetivamente pago (conciliado),Assumed
US-0319,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero aplicar o teto de taxa (MDR) de 3,6% no cálculo do split, para respeitar o limite regulatório da reforma de nov/2025.","Dado o cálculo de split, quando aplico a taxa cobrada dos estabelecimentos, então ela nunca excede 3,6%; Dado uma regra parametrizada acima do teto, quando o motor calcula, então a taxa é limitada a 3,6% e a divergência é registrada; Dado o cálculo concluído, quando registro o racional, então explicito a taxa aplicada e o teto vigente",High,"Reforma nov/2025 — taxa máxima 3,6% [.discovery-context.md L35]","Teto de 3,6% é o limite regulatório aplicável ao split na Fase 1",Assumed
US-0320,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero distinguir transações PAT de não-PAT no cálculo do split, para aplicar a regra correta a cada tipo de operação.","Dado uma transação a apurar, quando determino sua classificação, então identifico se é PAT ou não-PAT conforme critério parametrizado; Dado uma transação PAT, quando calculo o split, então aplico a regra específica do PAT; Dado uma transação não-PAT, quando calculo, então aplico a regra correspondente e o racional registra a classificação usada",Medium,'distinção PAT vs não-PAT no cálculo' [.discovery-context.md]; [assumption: critério de classificação a confirmar com MTE],Existe regra distinta para operações fora do PAT; critério de classificação a definir,Assumed
US-0321,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero calcular o repasse à facilitadora e às demais empresas, para gerar as boletagens de repasse do ciclo.","Dado uma regra de split aplicada, quando calculo os repasses, então gero um valor por parte com soma igual ao valor conciliado; Dado arredondamentos, quando distribuo, então a diferença de centavos é tratada por regra determinística e registrada; Dado o cálculo concluído, quando finalizo, então cada repasse fica pronto para boletagem com sua parte identificada",High,FLUXO passo 8 — calcula repasse à facilitadora e demais empresas [.discovery-context.md],Número e identidade das 'demais empresas' na cadeia a confirmar,Assumed
US-0322,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero controlar o prazo de repasse em até 15 dias, para cumprir o prazo regulatório de repasse às redes credenciadas.","Dado um pagamento identificado, quando inicio o ciclo de repasse, então calculo a data-limite de até 15 dias a partir do evento definido em regra; Dado que um repasse se aproxima do limite sem emissão, quando monitoro, então gero alerta ao time financeiro; Dado um repasse emitido, quando registro, então gravo a data efetiva para aferição do cumprimento do prazo",High,Reforma nov/2025 — prazo de repasse até 15 dias [.discovery-context.md L35],Marco inicial da contagem dos 15 dias a confirmar (pagamento vs. conciliação),Assumed
US-0323,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero emitir as boletagens de repasse e entregá-las ao gateway via MuleSoft, para que o gateway execute as transações bancárias das partes.","Dado repasses calculados, quando emito as boletagens, então gero uma instrução por parte com valor, identificador e destino; Dado a entrega ao gateway via MuleSoft, quando transmito, então uso idempotência para não reenviar repasse já entregue; Dado a confirmação do gateway, quando a recebo, então atualizo o status do repasse para 'entregue ao gateway'",High,FLUXO passo 8 — entrega via MuleSoft ao gateway; ADR 0003 — gateway executa transações [.discovery-context.md],Gateway executa a liquidação bancária; Salesforce só orquestra e emite a instrução,Assumed
US-0324,E03,Folha & Financeiro,Admin financeiro MTE,"Como administrador financeiro do MTE, quero que o sistema registre o racional completo do ciclo (datas, split, boletagens), para dispor de trilha de auditoria do repasse.","Dado um ciclo processado, quando consulto o racional, então vejo datas dos eventos, regra/versão de split aplicada, valores por parte e boletagens emitidas; Dado uma regra alterada depois, quando consulto ciclos antigos, então o racional reflete a versão vigente à época; Dado uma auditoria, quando exporto o racional, então obtenho um registro imutável e rastreável por folha/competência",High,"FLUXO passo 8 — registra racional (datas, split, boletagens) [.discovery-context.md]; lógica financeira sensível [L65]",Racional imutável (append-only); retenção conforme exigência do MTE,Assumed
US-0325,E03,Folha & Financeiro,Beneficiária,"Como beneficiária, quero ver um status consolidado 'crédito concedido' no portal, para acompanhar de forma simples o resultado do ciclo sem detalhes financeiros internos.","Dado que o repasse do ciclo foi concluído, quando acesso o portal, então vejo o status consolidado 'crédito concedido' para a competência; Dado que o ciclo ainda está em andamento, quando acesso, então vejo um status intermediário simplificado; Dado a UI simplificada, quando visualizo, então não são expostos os detalhes internos de split/boletagem",Medium,'UI simplificada: status consolidado crédito concedido' [.discovery-context.md],Consolidação de múltiplos eventos internos em um único status voltado à beneficiária,Assumed
US-0326,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero disparar notificação à empresa quando o crédito é concedido, para informar a beneficiária sobre a conclusão do ciclo.","Dado que o status muda para 'crédito concedido', quando o gatilho dispara, então uma notificação é enviada à empresa pelo canal configurado; Dado falha no envio, quando ocorre, então há reintento e registro do resultado; Dado a notificação enviada, quando consulto o registro, então vejo data/hora e status de entrega",Medium,'gatilho de notificação à empresa' [.discovery-context.md]; [assumption: canal de notificação a definir],Canal (e-mail/portal) e conteúdo da notificação a definir,Assumed
US-0327,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero enviar à CTPS Digital a 'expectativa de crédito' do trabalhador, para monitoramento na Fase 1, sem gestão de saldo.","Dado um ciclo com crédito concedido, quando aciono a integração da CTPS Digital, então envio um aviso de 'expectativa de crédito' (modelo similar ao FGTS); Dado que a Fase 1 é só monitoramento, quando envio, então não há gestão de saldo nem consulta de extrato; Dado falha de integração, quando ocorre, então o evento é reenfileirado sem bloquear o ciclo financeiro",Low,"'via CTPS Digital (expectativa de crédito, só monitoramento na Fase 1)' [.discovery-context.md]; CTPS Digital [L26]",Escopo CTPS na Fase 1 restrito a aviso/monitoramento; contrato de integração a confirmar,Assumed
US-0328,E03,Folha & Financeiro,Admin financeiro MTE,"Como administrador financeiro do MTE, quero tratar as movimentações não casadas e as exceções do ciclo, para resolver pagamentos que não conciliaram automaticamente.","Dado uma movimentação 'não casada', quando abro a fila de exceções, então vejo o valor, a origem e as possíveis correspondências sugeridas; Dado que faço o casamento manual, quando confirmo, então o ciclo de split é habilitado para aquela folha e a ação fica registrada; Dado uma exceção sem resolução no prazo, quando monitoro, então ela é escalada com alerta",Medium,FLUXO passo 8 — conciliação por casamento; casos não casados [.discovery-context.md]; [assumption: fluxo de exceção a desenhar],Necessário um backoffice de exceções para o time financeiro,Assumed
US-0329,E03,Folha & Financeiro,Admin financeiro MTE,"Como administrador financeiro do MTE, quero relatórios de conciliação e repasses por competência, para acompanhar volumes, prazos e taxas aplicadas.","Dado um período/competência, quando gero o relatório, então vejo folhas processadas, valores conciliados, repasses por parte e taxa (MDR) aplicada; Dado o relatório, quando filtro por prazo de repasse, então identifico ciclos que cumpriram ou não o limite de 15 dias; Dado a exportação, quando solicito, então obtenho o dado em formato tabular para auditoria",Low,"Módulo financeiro/split + monitoramento MTE [.discovery-context.md L24,L26]; [assumption: KPIs de relatório a confirmar]",Relatórios operacionais internos; não é o monitoramento analítico da E04,Assumed
US-0330,E03,Folha & Financeiro,Sistema/plataforma,"Como plataforma, quero orquestrar as transições de status da folha ao longo do ciclo, para dar rastreabilidade fim-a-fim de recebido a crédito concedido.","Dado o ciclo da folha, quando cada evento ocorre, então o status transiciona por uma máquina de estados definida (recebido → validado → liberado → processado → boleto registrado → pago → repasse → crédito concedido); Dado uma transição inválida, quando é tentada, então é bloqueada e registrada; Dado qualquer status, quando consulto a folha, então vejo o histórico ordenado de transições com carimbo de tempo",Medium,Core Platform — orquestração de status [.discovery-context.md L16]; ADR 0003 — Salesforce orquestra [.discovery-context.md],Conjunto de estados a validar com o processo publicado,Assumed
US-0331,E03,Folha & Financeiro,Facilitadora [API],"Como facilitadora, quero consultar via API o status corrente de uma folha e seus boletos de repasse, para reconciliar no meu sistema sem depender do portal.","Dado um contrato e competência, quando consulto o status via API, então recebo o estado atual da folha e datas dos eventos-chave; Dado que há repasses emitidos, quando consulto, então recebo os identificadores/valores das boletagens de repasse da minha parte; Dado uma folha inexistente para os parâmetros, quando consulto, então recebo resposta estruturada indicando ausência",Low,MuleSoft — integração via API com facilitadoras [.discovery-context.md L14]; [assumption: endpoint de consulta a definir],Facilitadora precisa de visibilidade transacional além do polling de download,Assumed
US-0401,E04,Credenciamento de Estabelecimentos,Estabelecimento,"Como Estabelecimento, quero iniciar meu credenciamento entrando com gov.br e selecionando a PJ que represento, para me cadastrar uma única vez e ser aceito por todas as bandeiras/facilitadoras.","Dado que acesso o portal, Quando clico em 'Entrar com gov.br', Então sou autenticado e vejo as PJs para as quais tenho autorização (procuração digital); Dado que seleciono um CNPJ, Quando confirmo, Então o sistema abre o formulário de credenciamento vinculado àquele estabelecimento; Dado que não possuo vínculo válido com nenhuma PJ, Quando tento prosseguir, Então o sistema bloqueia e orienta como obter autorização",High,".discovery-context.md L244,L257,L386 (pré-cadastro via gov.br PJ; login para representar estabelecimento)","Autenticação gov.br PJ via Geride/MuleSoft, mesmo padrão da beneficiária (E01).",Confirmed
US-0402,E04,Credenciamento de Estabelecimentos,Estabelecimento,"Como Estabelecimento, quero subir os documentos exigidos (incluindo licença de vigilância sanitária), para comprovar minha aptidão a vender alimentação/refeição.","Dado que estou no formulário de credenciamento, Quando faço upload de um documento, Então o sistema registra o arquivo, o tipo e a data de envio; Dado que envio um formato/tamanho inválido, Quando confirmo, Então o sistema rejeita e informa o motivo; Dado que concluo os uploads obrigatórios, Quando submeto, Então o registro passa para status 'pendente de análise'",High,".discovery-context.md L302 (subir documentos, licença de vigilância sanitária)",Lista definitiva de documentos ainda em elaboração com o Ministério.,Confirmed
US-0403,E04,Credenciamento de Estabelecimentos,Estabelecimento,"Como Estabelecimento, quero um assistente de credenciamento que me oriente sobre quais documentos preciso e por que meu cadastro está pendente, para concluir o credenciamento sem depender de suporte manual.","Dado que tenho dúvida durante o cadastro, Quando pergunto ao assistente 'quais documentos preciso', Então ele responde com a lista aplicável ao meu caso; Dado que meu cadastro está pendente, Quando pergunto o motivo, Então o assistente explica a pendência e a próxima ação; Dado que o assistente não sabe responder, Quando a dúvida foge do escopo, Então ele encaminha para canal de atendimento humano",Medium,.discovery-context.md L257 (assistente de credenciamento orienta documentos e pendências),"Assistente IA faz parte do contrato Dataprev; escopo conversacional/informacional, sem decisão de crédito.",Assumed
