Gap ID,Category,Gap/Question,Impact/Notes
G0520,Missing Requirement,Fortaleza-specific research: Epic specifies 'Fortaleza' geography. Does research require in-person presence in Fortaleza (travel costs for PS team) or can be conducted remotely (Zoom interviews with Fortaleza citizens)?,"In-person research in Fortaleza adds R$ 10.000-15.000 (flights, hotel, meals for 2 researchers × 1 week). Remote research = no travel cost but may reduce participant engagement. Clarify client preference."
G0601,Missing Requirement,"LGPD Art. 11 compliance mechanism not specified: does the project require Shield Platform Encryption for CPF/CNPJ at rest, or is standard encryption sufficient?","Shield adds ~30% license cost per user; if LGPD Art. 11 interpretation requires field-level encryption for CPF/CNPJ, standard encryption may not satisfy compliance. Client/legal needs to confirm encryption level required."
G0602,Ambiguity,Q-15 pending: Bot Maintainer profile scope undefined beyond 'Einstein Bot + conversation review'. Does this include: Flow Builder read-only? API Integration logs? Setup Audit Trail? Service Console customization?,"Affects security model design, custom profile configuration effort (~8-16h variance), and potential privilege escalation risk if scope too broad."
G0603,Source Conflict,P-22 states 'data residency Salesforce região geograficamente aprovada conforme contrato DATAPREV' but does not specify if this is Hyperforce Brazil or US-East with contractual LGPD controls. Brazil residency mandatory?,Hyperforce Brazil guarantees data residency but may have feature lag vs. US instances; US-East with contractual controls may suffice for LGPD but requires legal validation. Impacts ORG provisioning timeline and feature availability.
G0604,Missing Requirement,Audit trail requirement states 'ativo' but does not specify: (1) Event Monitoring license needed? (2) Transaction Security policies required? (3) Field Audit Trail for CPF/CNPJ history (24mo vs. 10yr retention)?,"Event Monitoring adds ~$2,500/user/yr; Transaction Security requires custom Apex policies (~16-24h dev); Field Audit Trail 10yr retention requires Shield (~30% license uplift). Budget and compliance requirements must align."
G0605,Potential Risk,No mention of Named Credentials or External Credentials for API authentication to SEFIN APIs. Bot Maintainer profile may inadvertently expose API keys if stored in Custom Settings or Custom Metadata without proper FLS.,"Security risk: if API keys accessible to Bot Maintainer users, they could extract credentials. Recommend Named Credentials (hidden from users) + restrict FLS on auth Custom Metadata. Add ~4-8h security hardening."
G0606,Logical Gap,Epic describes 'encryption at rest/in transit' but P-17 states 'conectividade IP entre Service Cloud e APIs SEFIN'. Does client network support TLS 1.2+ for APIs? Is mTLS (mutual TLS) required for LGPD compliance on PII transmission?,"If SEFIN APIs lack TLS 1.2+ or client requires mTLS, integration may fail security audit. Validation needed pre-kick-off; mTLS setup adds ~8-16h (certificates, Apex callout config)."
G0607,Ambiguity,"System Administrator profile: are all 3 users DATAPREV personnel or SEFIN personnel? If SEFIN, are they subject to different security policies (e.g., IP restrictions, MFA enforcement, session timeout)?","Affects Login Hours, IP Ranges, Session Settings configuration. If mixed DATAPREV/SEFIN users, may need 2 System Admin profiles (DATAPREV relaxed, SEFIN hardened). Add ~4-8h security model complexity."
G0608,Missing Requirement,No mention of MFA (Multi-Factor Authentication) requirement. LGPD Art. 46 recommends MFA for systems handling sensitive personal data. Is MFA mandatory for all 10 users or only System Administrators?,"Salesforce MFA native (no extra license); if client requires MFA, affects user onboarding docs and training (~4h). If not required, document waiver justification for LGPD audit trail."
G0609,Capability Gap,Bot Maintainer profile 'revisão conversas' — how are conversations stored and accessed? Enhanced Bot does not persist full chat history by default. Does client expect: (1) Chat Transcript object custom? (2) External logging to SEFIN CRM via API? (3) Service Cloud Voice transcript feature (not applicable)?,"If custom Chat Transcript object required, add ~16-24h (object design, Flow logging, profile FLS). If external logging only, Bot Maintainer may not need Salesforce access to transcripts (contradiction with 'revisão conversas' requirement)."
G0610,Potential Risk,"Data retention policy not specified: how long should CPF/CNPJ data, conversation logs, and satisfaction survey responses be retained? LGPD Art. 15 requires retention only as long as necessary for purpose.","Without retention policy, data accumulates indefinitely (compliance risk). Recommend: (1) 90-day retention for bot logs, (2) 12-month retention for satisfaction data, (3) deletion automation via batch Apex (~8-16h). Client must define policy."
G0611,Logical Gap,"Epic states 'encryption at rest' but standard Salesforce encryption (TDE) encrypts at disk level, not field level. For LGPD Art. 11, does client interpret 'sensitive data' as requiring Shield Platform Encryption (field-level) or is TDE sufficient?","TDE (included) encrypts DB files; Shield (~30% uplift) encrypts fields + enables Bring Your Own Key (BYOK). Legal interpretation of LGPD Art. 11 drives requirement. If Shield required, impacts budget significantly."
G0612,Missing Requirement,"No session timeout or login hour restrictions specified for Bot Maintainer profile. Should Bot Maintainer users have restricted access hours (e.g., business hours only) or match System Admin (24/7)?","Best practice: restrict Bot Maintainer to business hours (8am-6pm Brasília) to minimize risk window. Add ~2h configuration. If 24/7 required, document justification for security audit."
G0613,Ambiguity,"Q-15 pending: does 'manutenção/evolução Einstein Bot' mean Bot Maintainer can edit Bot Dialogs, or only view/test? If edit, does profile need access to Flow Builder (bot actions often use Flows)?",If edit required: Bot Maintainer needs 'Customize Application' + 'View Setup' permissions (broad). If view-only: restrict to 'Run Flow' + 'View Einstein Bot Metrics'. Edit scenario adds privilege escalation risk; recommend separate 'Bot Developer' profile for DATAPREV AMS team.
G0614,Potential Risk,No IP restriction requirement specified. Should System Administrator and Bot Maintainer profiles be IP-restricted to DATAPREV/SEFIN office ranges to prevent unauthorized access from public IPs?,"IP restrictions add defense-in-depth for LGPD compliance. Recommend: (1) System Admin restricted to DATAPREV VPN/office IPs, (2) Bot Maintainer restricted to SEFIN office IPs. Add ~2-4h configuration + client provides IP ranges."
G0615,Missing Requirement,"Audit trail requirement does not specify which objects/fields must be tracked. Should Field History Tracking be enabled for: Contact (CPF/CNPJ fields), Case (if used for logging), Custom Objects (chat transcript)?","Field History Tracking (standard, no extra cost) limited to 20 fields per object. If >20 fields need tracking, requires Field Audit Trail (Shield). Define critical fields pre-config (~2h discovery)."
G0616,Source Conflict,P-27 states 'DATAPREV assume treinamento dos 10 usuários — PS entrega documentação apenas' but Bot Maintainer profile scope undefined (Q-15). How can DATAPREV train users without finalized profile permissions?,"Training materials depend on profile capabilities. Recommend: (1) Resolve Q-15 before documentation phase, OR (2) PS delivers 2 training doc versions (view-only vs. edit). Add ~4h contingency."
G0617,Capability Gap,Bot Maintainer 'revisão conversas' requirement: does client expect real-time monitoring dashboard or historical report? Enhanced Bot Analytics requires Tableau CRM/CRM Analytics license (not in scope).,"Standard Service Cloud includes basic bot reports (conversation count, containment rate). Advanced analytics (sentiment, topic clustering) requires CRM Analytics (~$75/user/mo). If advanced needed, add to licensing or descope 'revisão conversas' to basic metrics."
G0618,Ambiguity,Data residency 'Brasil' — does this include backup/disaster recovery data? Salesforce backups may replicate to US-based secondary regions even for Hyperforce Brazil instances.,"LGPD Art. 33 allows international transfer if adequate safeguards exist (e.g., Standard Contractual Clauses). Validate if client accepts US-based DR or requires Brazil-only DR (may limit Hyperforce region options)."
G0619,Potential Risk,"No mention of Platform Encryption for attachments (PDF DAM files sent via WhatsApp). If DAM PDFs stored in Files/Attachments, are they encrypted at rest? Shield required for file encryption.","Standard TDE does not encrypt Files/Attachments; Shield required (~30% uplift). If client requires encrypted DAM storage, budget impact. Alternative: do not store DAM PDFs in Salesforce (send via API, no persistence) — validate with client."
G0620,Logical Gap,Epic describes 'audit trail ativo' but P-16 states 'Falha de API = 1 retentativa → se falhar informa erro → encerra'. Should API call failures (including auth failures) be logged to Setup Audit Trail or Event Monitoring for security audit?,"API auth failures could indicate credential theft or brute-force attempts. Recommend: (1) Log all API callouts via Event Monitoring (EventLogFile), OR (2) Custom Apex logger to Audit Trail object. Add ~8h if custom logging required."
G0701,Missing Requirement,"KB source format and structure undefined: Is the KB in PDF, HTML, FAQ structured data, or another format? Single document or multiple documents?","Impacts ingestion strategy, parsing complexity, and effort. PDF requires OCR/text extraction; HTML may need scraping; structured data is simplest."
G0702,Missing Requirement,KB volume undefined: How many pages/documents? Estimated token count? Update frequency?,"Impacts Data Cloud storage sizing, vectorization compute time, and initial ingestion effort. No sizing means no accurate license estimate."
G0703,Missing Requirement,"KB source location: Where does the KB currently live? SEFIN portal, SharePoint, file server, CMS, or hardcopy documents?",Impacts ingestion automation (API pull vs. manual upload) and initial data extraction effort.
G0704,Capability Gap,Einstein Bot legacy (Service Cloud) does NOT natively support Data Cloud vector search. This ADD-ON may require Einstein Search for Service or custom Apex/Flow to query Data Cloud.,"CRITICAL: Einstein Bot (pre-Agentforce) has NO out-of-box Data Cloud vector KB integration. Alternative: (1) Upgrade to Agentforce (different licensing), (2) Custom Apex query Data Cloud vector API + inject into bot dialog, or (3) Use Einstein Search for Service (separate license)."
G0705,Missing Requirement,"Data Cloud licensing scope undefined: Does client have Data Cloud? Which edition (Zero Copy, Unified Profile, Identity Resolution)? Vector embedding requires Data Cloud for Marketing/Service.",BLOCKER: No Data Cloud license = ADD-ON cannot be delivered. Need confirmation of Data Cloud edition and availability of vector embedding capability.
G0706,Ambiguity,"KB maintenance ownership post-go-live: Who updates the KB when SEFIN publishes new tax rules? SEFIN team, DATAPREV AMS, or Salesforce admin?","Impacts training scope, documentation requirements, and long-term AMS support model. If SEFIN owns, need UI for KB upload/refresh; if DATAPREV AMS, need admin runbook."
G0707,Missing Requirement,"KB update frequency and re-vectorization trigger: How often does the KB change? Daily, monthly, annually? Should re-vectorization be manual or automated (scheduled batch)?",Impacts design of ingestion pipeline (one-time script vs. scheduled Flow/batch job) and ongoing compute costs.
G0708,Ambiguity,"KB fallback behavior: If vector search returns no match or low-confidence answer, should bot escalate to 'link to Portal SEFIN' (current ISS behavior) or present top N results anyway?",Impacts bot dialog design and user experience. Low-confidence answers may frustrate users; strict threshold may reduce KB utility.
G0709,Logical Gap,"KB scope conflict: Project summary states 'Preciso de ajuda (KB externa — ADD-ON 1)' as menu option #5, but bot only has 4 core options (IPTU, TMRSU, ISS, Alteração Cadastral). Is KB help a 5th option or integrated into existing flows?",Menu structure inconsistency. Need clarification if KB is standalone help option or fallback within existing flows when user asks unrecognized question.
G0710,Potential Risk,"LGPD compliance for KB content: Does the KB contain personal data (CPF/CNPJ examples, case studies with real taxpayer data)? If yes, requires anonymization before ingestion.","P-19 states LGPD mandatory; if KB examples include real taxpayer data, violates Art. 6 (purpose limitation). Need KB content audit pre-ingestion."
G0711,Missing Requirement,"KB language and semantic chunking strategy: Is KB in Portuguese (PT-BR)? Does it use technical tax jargon requiring domain-specific embeddings? How should documents be chunked (paragraph, section, page)?",Impacts vector model selection (multilingual vs. Portuguese-specific) and retrieval accuracy. Poor chunking = poor answers.
G0712,Source Conflict,ADD-ON 1 described as 'Einstein Bot responde dúvidas via KB (substitui redirecionamento site)' but P-02 states 'Sem transbordo humano — bot encerra automaticamente apresentando link Portal SEFIN'. Are these contradictory or complementary?,"Clarify: Does KB replace ALL 'link to Portal SEFIN' fallbacks, or only certain fallbacks? Current ISS flow and despedida still reference Portal link."
G0713,Potential Risk,No mention of Q-F v1.0 (discovery doc referenced in epic description). Where is this document? Does it contain KB volume/format specs?,Epic references 'Q-F v1.0 / discovery anterior' but this doc is not linked in project summary. May contain critical KB requirements.
G0714,Missing Requirement,"KB answer citation/sourcing: Should bot responses include reference to KB source (e.g., 'According to SEFIN Tax Guide 2026, page 15...'? Builds trust but adds complexity.",Impacts bot dialog design and Data Cloud query response formatting. Citation improves transparency but requires metadata tracking.
G0715,Missing Requirement,"KB versioning and audit trail: If SEFIN updates tax rules, should bot track which KB version answered which user query (for compliance/audit)?",Impacts Data Cloud metadata schema and audit requirements. May be required for public sector accountability.
G0801,Missing Requirement,"Marketing Cloud edition not specified. Which edition is required: Marketing Cloud Engagement (formerly Core/Pro/Premium), Marketing Cloud Growth, or Account Engagement? Journey Builder availability depends on edition.",Critical for licensing and feature availability. Journey Builder is only available in Marketing Cloud Engagement editions (Core and above). This impacts ROM accuracy and delivery feasibility.
G0802,Missing Requirement,"Q-G from discovery v1.0 remains unanswered: Is there a predefined proactive communication journey/régua? If not, does the client accept the suggested Marketing Cloud Journey Builder cadence (e.g., D-15, D-5, D+1, D+15)?","Blocks journey design and message template creation. Without journey triggers defined, PS cannot estimate configuration effort or validate with Meta WhatsApp Business approval process."
G0803,Missing Requirement,"Q-H from discovery v1.0 remains unanswered: What is the data source that feeds journey triggers? How does Marketing Cloud access data about citizens in debt and payment due dates (API ARREC, SFTP batch, Data Cloud Direct Connect, other)?","Critical blocker. Zero-copy integration requires Data Cloud Direct Connect or streaming connector. If source is SFTP batch, zero-copy is not possible. Integration pattern impacts effort estimate and data freshness."
G0804,Missing Requirement,"Q-08 remains unanswered: Can citizens opt-out of proactive messages? If yes, what is the opt-out mechanism (reply STOP, web form, API call to SEFIN systems)?","LGPD compliance requirement. Opt-out mechanism impacts Journey Builder exit criteria, Data Cloud data extension schema, and possibly requires API integration back to SEFIN source system."
G0805,Capability Gap,"Data Cloud zero-copy integration capability not validated. Zero-copy requires Data Cloud Direct Connect or streaming connector to source system. If SEFIN source is batch-only (SFTP), zero-copy is technically infeasible.",Major technical risk. Zero-copy promise in epic description may be impossible if source system only supports batch extract. Would require full Data Cloud ingestion with batch refresh instead.
G0806,Missing Requirement,Q-10 remains unanswered: Does SEFIN contributor database have valid and updated CPF/CNPJ for all target citizens? What is data quality level (% records with valid phone number)?,"Directly impacts 4.86M msgs/yr volume assumption. If data quality is poor (<80% valid phones), actual deliverable volume will be lower, affecting licensing sizing and ROI."
G0807,Missing Requirement,WhatsApp HSM (High-Structure Message) templates for proactive outreach not defined. How many message templates? What is approval process and timeline with Meta?,Meta requires pre-approval of all proactive message templates. Approval can take 1-3 weeks. Delays Meta approval = delays go-live. PS effort should include template design and submission support.
G0808,Missing Requirement,Meta WhatsApp Business Account tier not confirmed. Current tier for SEFIN WhatsApp number? Tier 1 (1K msgs/day) vs Tier 2 (10K/day) vs Tier 3+ (100K/day)?,"Volume is ~13.5K msgs/day. If current tier is Tier 1, Meta upgrade to Tier 2+ is required before go-live. Upgrade requires messaging quality score >80% and can take weeks."
G0809,Potential Risk,"LGPD compliance for proactive marketing not validated. Art. 7, IX LGPD requires legitimate interest or explicit consent for marketing communications. Has SEFIN legal team confirmed that tax payment reminders qualify as legitimate public interest (not requiring consent)?","Legal blocker risk. If LGPD requires explicit consent, journey must include consent gate. This adds complexity (consent collection flow, Data Cloud consent attribute, journey decision split) and may reduce reachable audience."
G0810,Ambiguity,Segmentation rule not defined. Epic says '1 segmentação (sem Identity Resolution)' but does not specify segmentation logic. Is it all contributors with debt? Debt > X amount? Specific tax types only (IPTU vs TMRSU vs ISS)?,"Impacts Data Cloud data model and Journey Builder entry criteria. Without clear segmentation logic, PS cannot design data extension schema or validate 4.86M msgs/yr volume assumption."
G0811,Missing Requirement,"Data Cloud licensing edition not specified. Data Cloud Zero-Copy requires Data Cloud (formerly Customer Data Platform) license. Which tier: Starter, Growth, Advanced?",Critical for licensing ROM. Zero-copy feature availability and data volume limits vary by tier. Starter supports up to 250K unified profiles; volume assumption may exceed this.
G0812,Ambiguity,Epic description says 'sem Identity Resolution' but doesn't clarify if this means no identity graph at all or simply no multi-source identity resolution. Is CPF/CNPJ used as primary key for citizen identity?,"Impacts Data Cloud data model design. If no identity resolution at all, each record is standalone (no unified profile). If CPF/CNPJ is primary key, minimal identity resolution is still needed."
G0813,Missing Requirement,"Message content and personalization level not defined. Are messages simple text (e.g., 'Your IPTU is overdue') or personalized with contributor name, debt amount, due date, and payment link?",Impacts Data Cloud data extension schema (which fields to include) and WhatsApp HSM template design complexity. Personalized messages require more data fields and more complex template approval with Meta.
G0814,Potential Risk,"No journey monitoring or reporting requirements defined. Does SEFIN need dashboards for journey performance (sent, delivered, read, clicked, opted-out)? Is Marketing Cloud Analytics included in scope?","Impacts effort estimate. If reporting/dashboards are expected, PS must include effort for Marketing Cloud Analytics setup, Einstein Analytics for Marketing (DATORAMA), or custom reporting."
G0815,Missing Requirement,"Journey cadence/timing not confirmed. Are messages sent in batches (e.g., daily at 9am) or event-triggered (real-time as debts occur)? What timezone (Brasília UTC-3)?",Impacts Journey Builder design and data refresh frequency requirements. Batch sending is simpler but less timely; real-time requires streaming data connector.
G0816,Source Conflict,"Epic says 'ADD-ON 2' but discovery doc lists it as standalone optional ADD-ON. Is this a second-phase deliverable dependent on CORE go-live, or can it be delivered in parallel?","Impacts project timeline and resourcing. If dependent on CORE, Marketing Cloud cannot start until Einstein Bot is live. If parallel, requires separate Marketing Cloud developer."
G0817,Logical Gap,"No user access requirements defined for Marketing Cloud. Who manages journeys post-go-live (3 System Admins? Separate Marketing Cloud users at SEFIN/DATAPREV)? Are Marketing Cloud licenses (e.g., Marketing Cloud Administrator) included in scope?","Impacts licensing and training scope. If DATAPREV AMS team manages journeys, they need Marketing Cloud user licenses and training (not mentioned in P-27 which covers only Service Cloud users)."
G0818,Missing Requirement,No success criteria or KPIs defined for proactive journey. How will SEFIN measure success (delivery rate >X%? Opt-out rate <Y%? Payment conversion rate >Z%)?,"Impacts testing acceptance criteria and post-launch support. Without KPIs, impossible to validate journey effectiveness or troubleshoot underperformance."
G0819,Potential Risk,"No fallback/retry logic defined for failed message sends. If WhatsApp message fails (user number invalid, user blocked bot, Meta rate limit hit), does journey retry? Send via alternate channel (SMS/email)?",Impacts Data Cloud activity tracking and journey design complexity. Retry logic adds Journey Builder decision splits and wait activities.
G0820,Missing Requirement,No data retention/archival policy defined. How long does Data Cloud store proactive outreach history? Is LGPD data minimization (Art. 16) considered?,"LGPD compliance requirement. Data Cloud may need scheduled data deletion for messages older than retention period (e.g., 12 months). Impacts Data Cloud data model and automation."
G0901,Missing Requirement,"Digital Engagement license — CONFIRMADO disponível/aprovado (2026-09-14), não é mais bloqueadora. Messaging (canal WhatsApp) exige Digital Engagement para ser roteável a um agente humano via Omni-Channel — Case routing por si só funciona com Service Cloud puro, mas a mensageria não. Registrar formalmente essa licença no ORG Foundation (E01) quando E09 entrar em desenho detalhado.",Não bloqueadora — apenas item de configuração/provisionamento em E01. [KB: service_cloud_3-27-2026.md:1257-1259]
G0902,Missing Requirement,"Edição de Omni-Channel — CONFIRMADO (2026-09-14): Enhanced Omni-Channel (não Standard, que atinge End of Life no release Summer '26).",Resolvido — desenho de filas/routing do E09 assume Enhanced Omni-Channel. [KB: service_cloud_3-27-2026.md:13560-13591]
G0903,Missing Requirement,"Headcount de PAs (Posições de Atendimento) humanas para E09 — CONFIRMADO (2026-09-14): 3 PAs em turno único (não 10 como no briefing original de 2026-07-01, que foi descartado pela premissa P-02 de escopo CORE bot-only).","Resolvido — dimensionamento de licenças Digital Engagement/Omni-Channel e desenho de filas/routing configuration usa 3 agentes, turno único."
G0904,Missing Requirement,"Horário do DHA (Dentro do Horário de Atendimento) — CONFIRMADO (2026-09-16): 08h às 17h, segunda a sexta.","Resolvido — Business Hours real do E09 configurado com 08h-17h, seg-sex. Sem bloqueio remanescente para o roteamento do E09."
